Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,10,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,16,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,31,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,122,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,205,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,253,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,216,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,All ages,854,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,10,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,22,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,66,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,71,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,40,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All ages,209,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,27,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,58,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,93,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,67,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,23,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,All ages,278,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Respiratory failure,J96,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Respiratory failure,J96,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Respiratory failure,J96,35-44,18,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Respiratory failure,J96,45-54,41,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Respiratory failure,J96,55-64,158,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Respiratory failure,J96,65-74,298,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Respiratory failure,J96,75-84,361,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Respiratory failure,J96,85+,250,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Respiratory failure,J96,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Respiratory failure,J96,All ages,1137,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,55-64,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,65-74,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,75-84,22,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,85+,23,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,All ages,64,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,19,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,35,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,31,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,27,
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All ages,120,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,12,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,50,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,84,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,108,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,85+,98,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,All ages,357,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,19,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,53,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,77,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,85+,60,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,All ages,212,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Cardiac arrest,I46,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Cardiac arrest,I46,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Cardiac arrest,I46,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Cardiac arrest,I46,45-54,12,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Cardiac arrest,I46,55-64,31,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Cardiac arrest,I46,65-74,46,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Cardiac arrest,I46,75-84,59,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Cardiac arrest,I46,85+,52,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Cardiac arrest,I46,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Cardiac arrest,I46,All ages,208,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,18,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,53,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,79,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,64,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All ages,216,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Heart failure,I50,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Heart failure,I50,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Heart failure,I50,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Heart failure,I50,45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Heart failure,I50,55-64,21,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Heart failure,I50,65-74,44,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Heart failure,I50,75-84,62,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Heart failure,I50,85+,64,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Heart failure,I50,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Heart failure,I50,All ages,202,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,20,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,33,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,50,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,33,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,All ages,144,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,14,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,42,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,41,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,23,
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All ages,130,
08/30/2020,02/01/2020,08/29/2020,SC,Sepsis,Sepsis,A40-A41,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Sepsis,Sepsis,A40-A41,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Sepsis,Sepsis,A40-A41,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Sepsis,Sepsis,A40-A41,45-54,17,
08/30/2020,02/01/2020,08/29/2020,SC,Sepsis,Sepsis,A40-A41,55-64,55,
08/30/2020,02/01/2020,08/29/2020,SC,Sepsis,Sepsis,A40-A41,65-74,119,
08/30/2020,02/01/2020,08/29/2020,SC,Sepsis,Sepsis,A40-A41,75-84,102,
08/30/2020,02/01/2020,08/29/2020,SC,Sepsis,Sepsis,A40-A41,85+,54,
08/30/2020,02/01/2020,08/29/2020,SC,Sepsis,Sepsis,A40-A41,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Sepsis,Sepsis,A40-A41,All ages,357,
08/30/2020,02/01/2020,08/29/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,11,
08/30/2020,02/01/2020,08/29/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,20,
08/30/2020,02/01/2020,08/29/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,31,
08/30/2020,02/01/2020,08/29/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,19,
08/30/2020,02/01/2020,08/29/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,All ages,81,
08/30/2020,02/01/2020,08/29/2020,SC,Diabetes,Diabetes,E10-E14,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Diabetes,Diabetes,E10-E14,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Diabetes,Diabetes,E10-E14,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Diabetes,Diabetes,E10-E14,45-54,18,
08/30/2020,02/01/2020,08/29/2020,SC,Diabetes,Diabetes,E10-E14,55-64,61,
08/30/2020,02/01/2020,08/29/2020,SC,Diabetes,Diabetes,E10-E14,65-74,122,
08/30/2020,02/01/2020,08/29/2020,SC,Diabetes,Diabetes,E10-E14,75-84,106,
08/30/2020,02/01/2020,08/29/2020,SC,Diabetes,Diabetes,E10-E14,85+,51,
08/30/2020,02/01/2020,08/29/2020,SC,Diabetes,Diabetes,E10-E14,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Diabetes,Diabetes,E10-E14,All ages,365,
08/30/2020,02/01/2020,08/29/2020,SC,Obesity,Obesity,E65-E68,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Obesity,Obesity,E65-E68,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Obesity,Obesity,E65-E68,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Obesity,Obesity,E65-E68,45-54,12,
08/30/2020,02/01/2020,08/29/2020,SC,Obesity,Obesity,E65-E68,55-64,26,
08/30/2020,02/01/2020,08/29/2020,SC,Obesity,Obesity,E65-E68,65-74,22,
08/30/2020,02/01/2020,08/29/2020,SC,Obesity,Obesity,E65-E68,75-84,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Obesity,Obesity,E65-E68,85+,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Obesity,Obesity,E65-E68,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Obesity,Obesity,E65-E68,All ages,79,
08/30/2020,02/01/2020,08/29/2020,SC,Alzheimer disease,Alzheimer disease,G30,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Alzheimer disease,Alzheimer disease,G30,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Alzheimer disease,Alzheimer disease,G30,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Alzheimer disease,Alzheimer disease,G30,45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Alzheimer disease,Alzheimer disease,G30,55-64,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Alzheimer disease,Alzheimer disease,G30,65-74,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Alzheimer disease,Alzheimer disease,G30,75-84,24,
08/30/2020,02/01/2020,08/29/2020,SC,Alzheimer disease,Alzheimer disease,G30,85+,50,
08/30/2020,02/01/2020,08/29/2020,SC,Alzheimer disease,Alzheimer disease,G30,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Alzheimer disease,Alzheimer disease,G30,All ages,77,
08/30/2020,02/01/2020,08/29/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,27,
08/30/2020,02/01/2020,08/29/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,100,
08/30/2020,02/01/2020,08/29/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,154,
08/30/2020,02/01/2020,08/29/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All ages,286,
08/30/2020,02/01/2020,08/29/2020,SC,Renal failure,Renal failure,N17-N19,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Renal failure,Renal failure,N17-N19,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Renal failure,Renal failure,N17-N19,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Renal failure,Renal failure,N17-N19,45-54,14,
08/30/2020,02/01/2020,08/29/2020,SC,Renal failure,Renal failure,N17-N19,55-64,41,
08/30/2020,02/01/2020,08/29/2020,SC,Renal failure,Renal failure,N17-N19,65-74,114,
08/30/2020,02/01/2020,08/29/2020,SC,Renal failure,Renal failure,N17-N19,75-84,94,
08/30/2020,02/01/2020,08/29/2020,SC,Renal failure,Renal failure,N17-N19,85+,53,
08/30/2020,02/01/2020,08/29/2020,SC,Renal failure,Renal failure,N17-N19,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,Renal failure,Renal failure,N17-N19,All ages,320,
08/30/2020,02/01/2020,08/29/2020,SC,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,SC,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,16,
08/30/2020,02/01/2020,08/29/2020,SC,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,16,
08/30/2020,02/01/2020,08/29/2020,SC,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,44,
08/30/2020,02/01/2020,08/29/2020,SC,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,43,
08/30/2020,02/01/2020,08/29/2020,SC,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,,Counts less than 10 suppressed.
